Id,Sales
1,4028.522
857,4220.7954
1713,4472.7617
2569,5055.5586
3425,5862.7085
4281,4148.9736
5137,3562.516
5993,3358.306
6849,3498.928
7705,3664.1377
8561,3969.752
9417,4596.7964
10273,4185.1177
11129,4945.943
11985,5060.8755
12841,5095.723
13697,5130.4634
14553,5526.889
15409,5858.974
16265,4425.408
17121,3891.7625
17977,3399.8044
18833,3454.318
19689,3409.815
20545,3713.7656
21401,5232.745
22257,3799.2375
23113,4066.2964
23969,4265.777
24825,4263.694
25681,4635.6514
26537,5072.5664
27393,5850.96
28249,4203.8027
29105,3751.748
29961,3622.3564
30817,3346.8628
31673,3490.227
32529,3923.671
33385,5384.046
34241,4052.921
35097,4375.412
35953,4477.2695
36809,4992.241
37665,5087.098
38521,5588.7817
39377,6371.5874
40233,5288.771
2,7548.4624
858,8296.759
1714,9105.477
2570,10281.682
3426,4581.401
4282,4080.8372
5138,5769.312
5994,5842.9736
6850,6031.697
7706,6268.74
8562,6205.608
9418,3860.8977
10274,4499.0005
11130,7845.898
11986,8762.704
12842,9896.297
13698,10048.792
14554,12969.69
15410,4276.1006
16266,4520.958
17122,6341.642
17978,5569.9424
18834,5736.197
19690,5647.5894
20546,5960.4414
21402,4116.7686
22258,3739.6816
23114,7216.0117
23970,7745.653
24826,8405.307
25682,8943.081
26538,10320.471
27394,4363.9375
28250,4091.732
29106,6105.1953
29962,5935.671
30818,6002.043
31674,5944.7646
32530,6144.9106
33386,4705.848
34242,4253.0635
35098,7655.7085
35954,7628.717
36810,8464.897
37666,8805.079
38522,9642.137
39378,5661.4453
40234,5865.2812
3,8287.813
859,8570.7705
1715,10289.785
2571,11843.994
3427,3766.1414
4283,6072.996
5139,7881.2993
5995,7240.452
6851,7132.986
7707,7910.678
8563,8651.085
9419,3637.5962
10275,6446.2627
11131,9079.157
11987,9881.15
12843,10947.458
13699,12457.2295
14555,14284.719
15411,4692.535
16267,7093.729
17123,8957.328
17979,7687.9927
18835,7719.1763
19691,8065.776
20547,8444.407
21403,4212.819
22259,6347.942
23115,10136.61
23971,9550.637
24827,9640.785
25683,12014.06
26539,13630.217
27395,4534.4155
28251,6663.163
29107,9894.466
29963,8816.617
30819,8272.7295
31675,8911.355
32531,9350.558
33387,4462.7124
34243,6768.8184
35099,10436.043
35955,9995.035
36811,10110.724
37667,12004.862
38523,14198.496
39379,5398.357
40235,8814.171
4,6949.5874
860,6811.544
1716,7530.312
2572,9379.005
3428,4575.448
4284,3504.9612
5140,5100.528
5996,5511.838
6852,5131.692
7708,5407.747
8564,6005.324
9420,3845.7866
10276,3500.193
