Id,Sales
1,4445.251
857,4623.3438
1713,4908.583
2569,5519.4453
3425,5836.7964
4281,4635.6865
5137,4191.714
5993,3869.662
6849,3925.434
7705,3965.5583
8561,4453.8203
9417,5617.6743
10273,4624.9272
11129,5007.737
11985,4999.575
12841,5829.0127
13697,5740.8384
14553,6920.7534
15409,6294.8945
16265,4775.2715
17121,4489.907
17977,3865.0066
18833,4006.7002
19689,3960.8552
20545,4303.755
21401,5690.5835
22257,4437.7773
23113,4756.038
23969,4694.129
24825,4690.1274
25681,5019.209
26537,5718.355
27393,5620.96
28249,4637.084
29105,4338.755
29961,4070.1694
30817,3879.0867
31673,3893.5188
32529,4265.8584
33385,5570.362
34241,4416.561
35097,4734.33
35953,4639.3096
36809,4873.578
37665,5175.0073
38521,5882.7007
39377,6963.568
40233,5724.724
2,7401.3906
858,7699.2715
1714,8610.279
2570,9772.197
3426,3237.9421
4282,3967.367
5138,5744.421
5994,5677.7827
6850,5696.579
7706,5789.2617
8562,6115.8613
9418,3293.369
10274,4128.283
11130,7811.3037
11986,8148.925
12842,8892.405
13698,9263.653
14554,11113.233
15410,3778.9167
16266,4299.2495
17122,6157.249
17978,5554.5083
18834,5538.5996
19690,5458.56
20546,5675.8604
21402,3304.6292
22258,3808.563
23114,7415.9546
23970,7638.8374
24826,7844.147
25682,8717.147
26538,10029.719
27394,3409.3628
28250,4034.0134
29106,5988.5244
29962,5924.986
30818,5689.9863
31674,5672.862
32530,5821.0396
33386,3517.985
34242,4049.1492
35098,7627.2686
35954,7796.6924
36810,7941.4316
37666,8707.865
38522,10055.771
39378,4397.962
40234,5078.1484
3,9121.618
859,9291.5
1715,10366.986
2571,11956.949
3427,3089.1958
4283,5932.2466
5139,7790.8125
5995,7537.4907
6851,7507.449
7707,7678.7
8563,8350.713
9419,3113.8455
10275,6180.4087
11131,9962.827
11987,10288.598
12843,11136.024
13699,11627.039
14555,13486.333
15411,3948.2368
16267,6612.822
17123,8547.993
17979,7734.6675
18835,7949.548
19691,8011.8438
20547,8338.742
21403,3459.9873
22259,6106.7036
23115,9153.4375
23971,9386.755
24827,9534.473
25683,10750.286
26539,12806.834
27395,3501.5056
28251,6353.2056
29107,8504.608
29963,8388.176
30819,7982.249
31675,8142.554
32531,8402.004
33387,3546.0923
34243,6320.9707
35099,9987.469
35955,10056.405
36811,10322.508
37667,11313.673
38523,13465.781
39379,4699.2
40235,7717.144
4,6323.6177
860,6544.6953
1716,7261.3315
2572,8910.973
3428,3854.9617
4284,3390.0627
5140,5026.209
5996,5052.488
6852,5069.016
7708,5127.601
8564,5764.543
9420,3801.224
10276,3501.2886
11132,6605.484
11988,7211.4775
12844,8087.1445
13700,8414.684
14556,9950.9375
15412,4121.6963
16268,3630.1501
17124,5294.02
17980,4916.249
18836,5066.0293
19692,4996.805
20548,5427.7046
21404,4187.953
22260,3378.4468
23116,6083.0894
23972,6452.6113
24828,6471.435
25684,7155.3975
26540,8983.569
27396,4122.4233
28252,3483.857
29108,5114.1147
29964,5186.1904
30820,5005.497
31676,5036.609
32532,5462.8833
33388,4100.6484
34244,3379.056
35100,6297.2603
35956,6564.5703
36812,6815.359
37668,7550.8027
38524,9395.596
39380,5211.391
40236,4374.048
5,6832.8286
861,7106.732
1717,7891.431
2573,9609.6
3429,4769.431
4285,6104.4497
5141,6139.404
5997,5709.2427
6853,5796.0854
7709,5940.117
8565,6709.0537
9421,4767.189
10277,6189.1396
11133,7514.3984
11989,7648.7817
12845,8581.085
13701,8915.359
14557,11024.985
15413,5176.78
16269,6522.4976
17125,6927.0337
17981,5923.737
18837,6198.58
19693,6311.1025
20549,6833.891
21405,5229.3525
22261,6127.0015
23117,7333.6143
23973,7337.2036
24829,7414.3633
25685,8230.93
26541,10330.141
27397,5235.696
28253,6390.1323
29109,6547.811
29965,6200.2534
30821,5998.1396
31677,5960.7085
32533,6508.608
33389,5245.058
34245,6200.3247
35101,7274.9746
35957,7186.751
36813,7382.6504
37669,8191.082
38525,10172.416
39381,6493.924
40237,7607.688
6,5490.261
862,5697.302
1718,6411.598
2574,7623.574
3430,4873.7085
4286,4430.4263
5142,5085.0312
5998,4840.0
6854,4894.692
7710,5031.7446
8566,5618.1084
9422,4777.873
10278,4542.368
11134,5961.152
11990,6207.5737
12846,6684.2456
13702,7084.553
14558,8443.98
15414,4818.9614
16270,4507.9014
17126,5342.4243
17982,4730.723
18838,4916.3237
19694,4949.945
20550,5318.4814
21406,5097.4976
22262,4345.958
23118,5498.5366
23974,5555.5312
24830,5584.3853
25686,6282.8975
26542,7639.8135
27398,5080.246
28254,4491.719
29110,5165.7554
