Id,Sales
1,4262.3804
857,4432.278
1713,4704.3223
2569,5286.6675
3425,5589.0747
4281,4444.051
5137,4020.4524
5993,3713.0393
6849,3766.2852
7705,3804.587
8561,4270.5566
9417,5380.2827
10273,4433.787
11129,4798.87
11985,4791.09
12841,5581.6587
13697,5497.645
14553,6621.393
15409,6025.4575
16265,4577.1855
17121,4304.983
17977,3708.5933
18833,3843.861
19689,3800.1
20545,4127.3696
21401,5449.758
22257,4255.251
23113,4558.8457
23969,4499.7944
24825,4495.9805
25681,4809.809
26537,5476.2236
27393,5383.414
28249,4445.3823
29105,4160.7686
29961,3904.446
30817,3722.0361
31673,3735.813
32529,4091.209
33385,5335.193
34241,4235.008
35097,4538.141
35953,4447.5073
36809,4670.943
37665,4958.352
38521,5632.811
39377,6662.1523
40233,5482.2915
2,7078.866
858,7362.314
1714,8228.857
2570,9333.405
3426,3109.651
4282,3806.315
5138,5501.06
5994,5437.5605
6850,5455.4736
7706,5543.7847
8562,5854.929
9418,3162.6135
10274,3959.9146
11130,7468.91
11986,7790.0845
12842,8497.116
13698,8850.057
14554,10607.401
15410,3626.3948
16266,4123.0723
17122,5894.355
17978,5320.085
18834,5304.9233
19690,5228.639
20546,5435.73
21402,3173.3726
22258,3654.702
23114,7092.7275
23970,7304.8174
24826,7500.1562
25682,8330.483
26538,9578.113
27394,3273.4353
28250,3869.9353
29106,5733.6313
29962,5673.1
30818,5449.191
31674,5432.874
32530,5574.061
33386,3377.1997
34242,3884.3816
35098,7293.81
35954,7455.0103
36810,7592.704
37666,8321.652
38522,9602.874
39378,4217.2617
40234,4866.007
3,8715.036
859,8876.525
1715,9898.5625
2571,11408.55
3427,2967.494
4283,5680.014
5139,7449.409
5995,7208.383
6851,7179.797
7707,7342.741
8563,7982.013
9419,2991.0544
10275,5916.413
11131,9514.551
11987,9824.091
12843,10629.054
13699,11095.324
14555,12860.053
15411,3788.0515
16267,6328.2217
17123,8169.626
17979,7395.992
18835,7600.428
19691,7659.689
20547,7970.624
21403,3321.7979
22259,5846.207
23115,8745.287
23971,8967.073
24827,9107.475
25683,10262.686
26539,12215.264
27395,3361.46
28251,6080.995
29107,8128.3696
29963,8017.638
30819,7631.533
31675,7784.0234
32531,8030.7944
33387,3404.046
34243,6050.291
35099,9537.965
35955,9603.47
36811,9856.301
37667,10797.761
38523,12840.554
39379,4504.635
40235,7379.3203
4,6052.8135
860,6263.349
1716,6945.572
2572,8514.77
3428,3699.0042
4284,3254.9976
5140,4816.4844
5996,4841.5425
6852,4857.3022
7708,4913.155
8564,5520.235
9420,3647.694
10276,3361.2515
11132,6321.236
11988,6898.129
12844,7731.319
13700,8042.852
14556,9503.26
15412,3953.6265
16268,3484.3323
17124,5071.807
17980,4711.6333
18836,4854.4536
19692,4788.449
20548,5199.232
21404,4016.8606
22260,3243.9001
23116,5823.7163
23972,6175.659
24828,6193.5864
25684,6844.746
26540,8583.795
27396,3954.3203
28252,3344.5999
29108,4900.298
29964,4969.014
30820,4796.7373
31676,4826.4
32532,5232.7603
33388,3933.538
34244,3244.482
35100,6027.711
35956,6282.274
36812,6521.0605
37668,7221.052
38524,8975.476
39380,4993.0366
40236,4194.442
5,6537.689
861,6798.4263
1717,7545.1367
2573,9178.878
3429,4571.618
4285,5844.0605
5141,5877.3555
5997,5467.5386
6853,5550.2876
7709,5687.512
8565,6419.847
9421,4569.4775
10277,5924.7314
11133,7186.408
11989,7314.2783
12845,8201.097
13701,8518.945
14557,10523.592
15413,4960.0405
16269,6242.213
17125,6627.3765
17981,5671.9097
18837,5933.7236
19693,6040.8975
20549,6538.699
21405,5010.159
22261,5865.5444
23117,7014.3706
23973,7017.783
24829,7091.2124
25685,7868.08
26541,9863.561
27397,5016.208
28253,6116.1587
29109,6266.3193
29965,5935.32
30821,5742.788
31677,5707.13
32533,6228.985
33389,5025.135
34245,5935.3823
35101,6958.5615
35957,6874.5947
36813,7061.0366
37669,7830.1836
38525,9713.7
39381,6215.003
40237,7275.176
6,5258.855
862,5456.1606
1718,6136.605
2574,7290.291
3430,4671.0635
4286,4248.2344
5142,4872.5693
5998,4638.92
6854,4691.076
7710,4821.7617
8566,5380.6934
9422,4579.671
10278,4355.034
11134,5707.5547
11990,5942.2876
12846,6396.23
13702,6777.32
14558,8070.7085
15414,4618.8564
16270,4322.149
17126,5117.946
17982,4534.701
18838,4711.705
19694,4743.764
20550,5095.1255
21406,4884.4546
22262,4167.6406
23118,5266.741
23974,5321.059
24830,5348.558
25686,6014.0312
26542,7305.744
27398,4868.0073
28254,4306.712
29110,4949.53
29966,4770.118
30822,4569.6387
31678,4697.094
32534,5068.5327
33390,4817.1045
34246,4151.65
35102,5400.324
35958,5372.38
36814,5579.801
37670,6289.271
38526,7567.4
39382,6031.512
40238,5339.1587
7,7674.8486
863,8040.352
1719,8552.234
2575,9651.623
3431,4274.6157
4287,5780.9185
5143,6418.2124
5999,6644.58
6855,6746.5684
7711,6768.031
8567,7309.494
9423,4386.5073
10279,5942.412
11135,7840.392
11991,8513.844
12847,9331.127
13703,9271.405
14559,11199.399
15415,5076.2983
16271,6388.1514
17127,6861.264
17983,6383.7295
18839,6443.367
19695,6328.5054
20551,6799.1333
21407,4510.758
22263,5641.425
23119,7254.651
23975,7753.4805
24831,7983.33
25687,8629.337
26543,9997.4375
27399,4641.642
28255,6015.477
29111,6625.8154
29967,6840.308
30823,6633.0303
31679,6669.1396
32535,7035.034
33391,4765.7065
34247,6024.9404
35103,7666.6616
35959,8071.055
36815,8290.3125
37671,8752.38
38527,10183.23
39383,5738.8677
40239,7089.86
8,7479.254
864,7889.3315
1720,8562.796
2576,9964.6045
3432,5343.9785
4288,5750.517
5144,6295.933
6000,6307.4497
6856,6382.8345
7712,6511.905
8568,7105.5728
9424,5467.0747
10280,5886.8936
